Tanggal,Nangroe Aceh Darussalam,,,Sumatera Barat,,,Sumatera Utara,,,Sumatera Selatan,,,Lampung,,,Riau,,,Kepulauan Riau,,,Jambi,,,Kepulauan Bangka Belitung,,,Bengkulu,,,DKI Jakarta,,,Banten,,,Jawa Barat,,,Jawa Tengah,,,Jawa Timur,,,Daerah Istimewah Yogyakarta,,,Bali,,,Nusa Tenggara Barat,,,Nusa Tenggara Timur,,,Kalimantan Barat,,,Kalimantan Selatan,,,Kalimantan Tengah,,,Kalimantan Timur,,,Kalimantan Utara,,,Sulawesi Barat,,,Sulawesi Tenggara,,,Sulawesi Selatan,,,Sulawesi Tengah,,,Sulawesi Utara,,,Gorontalo,,,Maluku,,,Maluku Utara,,,Papua,,,Papua Barat,,
,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh
9/6/2020,78,2,0,244,1,23,81,2,105,15,3,47,12,1,6,140,5,30,0,3,0,0,0,0,0,0,0,3,0,0,1176,9,801,85,0,28,173,0,54,233,8,184,303,30,364,11,1,41,141,7,90,19,1,21,2,0,1,13,0,0,0,0,0,0,0,20,16,1,9,8,0,0,0,0,6,29,1,3,209,1,50,0,0,0,12,1,20,4,0,4,80,1,22,0,0,0,0,0,0,13,2,2
9/7/2020,19,3,0,44,1,57,92,4,92,70,3,30,3,2,0,133,2,48,0,1,0,0,0,0,7,0,4,11,0,9,1046,22,662,77,3,35,204,0,88,264,6,163,307,31,245,14,0,32,173,11,94,8,1,16,0,1,0,0,0,0,0,0,1,0,0,52,29,1,3,5,0,1,0,0,3,0,0,51,11,1,83,0,0,2,1,1,52,15,0,26,20,0,29,9,1,0,74,2,39,32,0,8
9/8/2020,12,2,60,115,0,51,107,3,86,41,2,32,11,0,6,113,3,43,0,0,0,0,0,0,2,0,0,0,0,4,1014,21,929,59,0,26,336,2,76,237,6,148,401,32,442,24,1,27,164,12,114,20,2,19,3,0,0,7,0,5,5,0,7,16,0,18,0,0,51,7,0,7,16,0,4,11,1,23,51,1,100,5,0,0,21,0,18,24,1,11,42,0,47,4,1,0,14,0,24,1,0,3
9/9/2020,98,2,10,110,2,65,132,1,91,38,5,27,22,1,10,138,3,84,21,1,0,4,0,6,11,0,2,6,0,0,1004,17,841,37,0,21,288,3,48,281,10,162,370,38,340,50,1,52,174,14,97,15,0,25,4,1,0,12,0,2,4,0,1,15,0,24,11,1,23,1,0,1,15,0,12,24,1,29,118,1,40,4,0,2,22,0,24,16,0,7,22,0,11,10,2,0,0,0,0,18,0,12
9/10/2020,106,2,0,104,0,60,146,3,60,66,5,19,21,0,2,194,3,61,17,0,0,1,1,25,7,0,0,4,0,0,1274,17,1004,42,0,31,335,0,109,375,18,132,381,42,207,50,1,30,111,9,115,11,0,31,0,0,0,5,0,0,0,0,6,6,0,36,24,1,29,2,0,6,6,0,8,26,2,11,168,0,0,0,0,1,18,0,36,28,1,29,20,0,0,1,1,0,114,2,0,11,0,4
9/11/2020,145,2,0,37,0,50,131,3,75,55,1,67,2,0,3,182,0,68,21,4,0,5,1,10,5,0,0,8,0,0,964,17,900,46,0,38,272,7,286,566,5,194,362,29,284,49,1,15,144,10,92,9,1,19,0,0,0,8,0,23,8,0,4,2,0,26,26,2,11,2,0,4,2,0,5,34,0,33,151,1,139,8,0,0,21,0,26,2,1,8,117,0,38,7,0,5,54,2,47,49,2,17
9/12/2020,124,0,0,103,4,5,121,6,83,73,3,48,44,0,0,224,4,24,33,0,0,5,0,7,8,0,2,3,0,0,1205,18,665,21,0,40,291,1,332,386,10,152,384,29,362,43,0,12,135,7,64,13,0,26,4,1,0,11,0,3,1,1,1,4,1,40,34,0,33,5,1,1,4,0,7,33,1,10,52,1,78,1,0,0,20,0,40,11,0,7,12,2,7,3,0,0,62,0,27,67,1,5
9/13/2020,212,4,0,123,3,23,103,0,64,33,3,48,0,0,5,212,8,26,19,0,7,2,0,4,0,0,0,5,1,1,1380,5,958,50,0,34,157,5,192,282,6,110,249,17,616,49,2,7,113,6,98,16,1,9,20,0,2,7,0,2,1,0,6,8,0,12,33,1,10,4,0,6,8,0,3,35,0,25,56,4,47,1,0,2,44,1,12,32,2,4,57,0,0,14,0,8,84,3,18,0,0,0
9/14/2020,153,5,52,118,4,41,94,6,57,27,5,99,60,1,8,128,4,86,8,0,24,0,0,0,1,0,5,22,0,0,879,27,1494,55,0,23,203,0,164,171,8,242,343,37,365,33,1,23,86,5,91,22,0,23,0,0,0,26,0,6,0,0,9,1,0,40,35,0,25,5,0,9,1,0,1,21,0,11,185,3,63,0,0,0,16,1,40,0,2,48,31,0,93,5,0,0,96,0,0,99,4,20
9/15/2020,140,6,145,128,5,86,249,6,90,40,4,50,29,0,6,145,5,66,22,0,7,10,0,0,11,0,2,0,0,10,1076,32,981,62,1,28,347,6,257,198,12,187,378,32,338,26,0,15,68,5,55,20,1,9,39,0,0,4,1,0,1,0,0,4,0,26,21,0,11,5,0,0,4,0,5,58,0,16,107,0,0,1,0,1,6,0,26,16,0,39,16,0,13,16,1,1,65,2,20,51,0,12
9/16/2020,95,11,399,116,5,59,126,4,66,57,4,41,22,2,22,183,4,24,34,0,2,14,0,8,10,0,0,3,0,0,1294,31,945,138,1,48,293,1,213,340,14,124,372,35,342,48,0,50,49,4,50,9,0,13,13,0,1,19,0,11,4,0,10,2,0,15,58,0,16,2,0,10,2,0,2,60,2,9,164,3,132,4,0,0,11,2,15,6,0,23,19,0,0,10,0,16,126,2,10,42,0,22
9/17/2020,109,12,0,119,2,36,117,8,71,58,3,18,21,1,21,225,9,34,88,4,286,6,1,8,1,1,3,3,0,5,1113,14,952,121,3,44,353,3,331,293,16,230,327,29,281,41,0,20,63,6,92,19,3,20,13,0,2,22,0,4,2,0,8,5,0,21,60,2,9,2,0,8,5,0,11,35,2,11,120,0,12,2,0,0,30,1,21,5,0,10,3,0,0,6,0,166,73,3,16,55,1,7
9/18/2020,116,3,160,134,2,63,125,10,71,60,4,28,7,1,2,225,3,195,45,1,17,7,0,3,4,0,13,3,1,8,1258,22,1028,141,1,26,341,2,288,198,8,420,485,26,527,53,0,31,51,5,94,20,2,11,11,0,4,15,0,11,11,0,4,2,0,25,35,2,11,2,0,4,2,0,4,17,0,15,159,1,64,11,0,1,20,0,25,12,2,17,7,0,59,1,0,12,58,5,67,54,1,122
9/19/2020,175,0,44,159,2,130,97,5,76,38,2,35,21,1,6,303,1,72,12,1,0,14,0,2,1,0,2,30,1,0,988,10,1025,128,1,22,470,0,554,271,40,403,379,20,429,74,1,20,85,7,140,53,3,22,2,0,1,21,0,9,8,0,5,1,0,30,17,0,15,3,0,5,1,0,5,59,0,7,167,2,40,8,1,0,22,2,30,22,0,12,41,0,45,19,0,0,205,3,43,48,0,0
9/20/2020,68,4,0,106,3,37,95,5,94,71,1,14,13,1,0,298,4,77,85,0,0,14,0,1,1,0,4,28,2,0,1138,14,1071,179,5,32,427,6,418,303,9,300,336,23,412,70,4,15,121,10,125,19,0,11,6,0,51,6,0,15,23,0,0,19,0,26,59,0,7,1,0,0,19,0,9,68,1,0,174,8,76,23,0,0,41,1,26,60,0,3,15,0,0,0,0,0,50,0,0,60,0,50
9/21/2020,99,2,376,181,1,88,100,2,77,47,1,56,10,0,0,160,6,33,23,0,5,0,0,1,8,0,1,8,0,0,1352,29,1299,121,7,55,680,2,257,238,20,321,368,25,341,64,2,37,139,6,80,25,3,12,0,0,0,1,0,15,1,0,2,1,0,20,68,1,0,3,0,2,1,0,0,36,1,45,36,3,96,1,0,1,22,2,20,2,0,20,49,1,2,19,1,0,27,0,0,21,0,13
9/22/2020,91,6,94,201,2,90,98,1,44,48,1,57,24,1,24,253,0,133,117,0,19,0,0,0,14,0,0,1,0,0,1236,30,843,129,16,122,575,11,588,228,42,406,341,25,403,67,0,35,108,7,119,11,2,15,11,0,0,11,0,0,9,0,6,25,0,28,36,1,45,11,0,6,25,0,2,38,2,116,121,1,89,9,1,4,12,1,28,4,2,11,37,1,31,3,1,0,73,2,12,71,0,3
9/23/2020,50,3,0,204,2,105,87,5,115,110,5,14,16,0,34,188,11,325,11,0,16,9,0,4,1,0,5,9,0,27,1133,28,1105,216,7,40,516,13,170,257,20,371,338,20,453,63,1,56,130,7,86,24,0,20,17,1,9,6,1,2,14,0,4,10,0,16,38,2,116,29,0,4,10,0,5,90,1,134,124,1,81,14,1,2,6,0,16,48,2,15,2,0,24,21,0,0,138,4,50,87,0,19
9/24/2020,56,0,115,302,2,143,96,3,139,83,1,32,21,0,0,231,9,115,147,0,13,4,0,2,1,0,3,4,0,16,1044,20,1154,130,1,83,804,12,249,434,25,689,343,27,431,22,3,18,119,5,131,39,3,20,18,0,0,16,0,7,4,0,1,6,0,36,90,1,134,18,0,1,6,2,10,71,1,84,165,3,74,4,1,3,22,1,36,0,0,21,0,0,0,4,0,12,266,2,68,0,0,0
9/25/2020,91,2,0,208,4,83,94,5,101,44,5,39,15,0,25,195,5,174,93,0,68,10,0,1,1,0,1,30,0,18,1171,13,1620,111,2,236,734,13,848,331,13,271,293,22,343,61,0,25,144,4,74,18,2,39,21,0,0,34,0,40,6,1,14,21,1,12,71,1,84,6,1,14,21,2,12,79,1,28,169,1,84,6,0,0,33,0,12,45,2,9,0,0,0,6,0,0,110,0,0,146,3,100
9/26/2020,191,3,0,141,1,123,98,2,155,60,1,21,12,0,62,262,6,200,55,0,1,16,1,0,0,0,13,13,0,4,1322,12,764,135,0,47,386,18,622,364,14,212,279,18,338,41,0,40,63,2,87,28,0,11,6,0,10,11,0,11,21,0,0,4,0,34,79,1,28,7,0,0,4,0,1,180,0,35,193,4,150,21,0,4,22,1,34,5,0,6,73,1,8,3,0,0,77,0,55,131,0,17
9/27/2020,73,5,148,216,3,68,97,3,181,82,3,42,15,0,14,203,6,194,12,0,104,21,0,2,0,0,9,7,1,1,1217,13,1297,105,5,213,437,1,230,258,3,118,220,16,402,20,1,26,80,7,72,19,2,8,8,0,0,11,1,9,0,0,2,46,0,22,180,0,35,6,0,2,46,0,8,82,2,0,120,3,217,0,0,0,25,0,22,33,0,12,0,0,39,0,0,0,113,0,0,39,0,17
9/28/2020,79,12,165,206,2,80,85,3,193,51,2,51,10,0,19,254,4,110,18,0,16,21,0,0,10,0,2,6,0,4,898,9,1328,127,2,125,489,3,307,304,8,201,284,20,378,39,0,54,107,9,139,17,1,4,0,0,13,0,0,0,18,0,0,0,0,36,82,2,0,4,0,0,0,0,0,17,3,44,59,0,175,18,0,3,7,0,36,87,0,10,0,0,0,4,0,0,46,0,0,64,2,39
9/29/2020,146,7,123,254,6,86,88,2,168,58,0,25,24,0,14,236,4,158,34,0,2,23,2,0,14,0,1,0,0,27,1238,21,1118,82,1,81,316,15,98,275,12,260,276,24,385,49,2,59,106,8,123,7,0,39,4,0,5,17,0,19,9,0,1,156,0,20,17,3,44,2,0,1,156,0,1,39,2,62,147,3,463,9,0,6,12,2,20,12,0,16,88,0,66,7,0,3,0,0,0,34,3,14
9/30/2020,83,2,0,101,11,104,102,4,170,110,6,86,19,3,11,352,8,246,16,0,1,23,0,0,10,0,0,5,0,28,1159,13,1456,144,1,280,446,15,371,230,5,200,294,30,350,36,0,29,133,4,116,27,1,40,18,0,6,8,0,2,8,0,44,21,0,21,39,2,62,2,0,44,21,0,7,43,0,14,78,4,374,8,0,11,31,1,21,82,1,20,0,0,0,6,0,0,322,6,92,47,1,27
10/1/2020,112,3,162,192,3,107,111,5,152,40,3,65,13,0,16,265,7,279,23,0,9,21,0,3,16,1,9,31,0,18,1253,6,1123,100,3,137,559,15,128,299,5,187,314,30,323,37,2,49,141,3,122,30,2,14,5,0,8,29,0,14,30,0,7,10,0,24,43,0,14,6,0,7,10,0,0,48,1,15,119,0,237,30,1,20,18,0,24,6,0,35,44,0,59,2,0,0,61,5,32,31,0,11
10/2/2020,188,5,0,114,5,132,89,2,180,72,3,86,25,3,17,181,6,155,33,0,34,24,3,5,19,0,4,7,0,14,1198,3,655,82,3,113,544,15,185,344,17,203,283,18,360,20,4,23,130,6,91,26,2,7,10,0,3,6,0,18,10,0,1,5,0,38,48,1,15,7,0,1,5,0,4,79,0,88,74,0,196,10,1,4,25,1,38,16,0,21,117,0,0,7,0,0,122,3,60,47,0,0
10/3/2020,73,3,155,285,7,115,86,2,130,70,0,90,10,0,9,172,5,488,37,0,1,13,0,3,5,1,6,11,1,12,1265,4,1188,135,2,100,343,15,95,372,5,200,308,20,346,72,1,19,105,3,108,22,2,17,9,0,0,6,0,5,11,0,21,11,0,25,79,0,88,7,0,21,11,0,22,43,0,8,43,4,118,11,0,16,21,0,25,0,0,9,0,0,27,1,0,9,186,5,47,46,1,3
10/4/2020,67,6,196,255,1,132,83,4,110,46,2,65,9,0,13,163,6,210,39,3,86,22,0,5,12,0,6,10,2,12,1398,13,1032,169,5,68,248,15,79,314,3,183,249,20,316,19,1,70,111,4,130,26,1,10,16,0,21,19,0,19,5,1,4,9,1,27,43,0,8,6,1,4,9,0,15,34,1,16,68,3,122,5,0,3,25,0,27,41,0,31,64,0,32,0,0,0,91,4,31,87,0,91
10/5/2020,70,5,178,216,3,154,89,3,121,23,1,75,37,0,16,298,8,283,29,0,44,25,0,5,5,0,2,45,0,11,1022,16,984,139,3,72,503,15,790,365,5,200,237,22,285,22,0,77,83,4,127,21,0,20,1,0,13,2,0,0,1,0,3,1,0,41,34,1,16,2,0,3,1,0,4,3,1,86,17,0,156,1,1,2,19,1,41,23,1,33,22,0,0,2,0,8,100,0,0,15,0,20
10/6/2020,118,4,99,86,3,300,98,2,204,71,5,4,27,0,22,131,6,175,10,0,100,29,0,7,10,0,1,2,0,0,1107,31,1017,100,4,98,508,16,201,400,8,340,282,23,292,20,0,40,99,6,129,23,0,33,2,0,14,41,0,8,24,0,19,12,0,15,3,1,86,5,0,19,12,0,5,92,0,65,46,0,200,24,1,12,35,0,15,0,0,27,68,0,16,0,0,4,192,3,55,114,0,67
10/7/2020,72,2,211,194,9,119,96,5,177,114,2,44,16,2,0,150,2,260,29,1,133,22,0,10,2,0,0,18,0,19,1211,15,986,80,1,122,752,13,513,384,5,270,331,25,293,20,0,20,105,5,120,7,0,18,18,0,3,10,0,4,23,0,3,20,0,51,92,0,65,13,0,3,20,0,4,95,1,30,139,0,85,23,1,4,22,1,51,83,0,24,48,0,48,0,0,8,141,0,51,69,3,41
10/8/2020,169,0,166,201,4,142,99,7,189,83,3,151,58,0,16,244,3,91,0,0,0,46,0,1,14,0,2,28,0,20,1182,17,1044,122,5,94,597,3,325,348,10,270,347,24,334,51,1,9,107,7,125,14,0,13,47,1,7,13,0,1,14,0,2,6,0,23,95,1,30,6,0,2,6,0,6,100,0,31,213,2,127,14,1,7,33,0,23,9,1,0,94,0,32,5,0,0,98,1,47,210,0,7
10/9/2020,123,2,93,295,4,167,95,2,164,63,3,65,0,1,17,204,6,66,75,0,135,45,2,5,7,0,23,20,2,15,943,21,850,141,0,86,504,2,563,412,10,210,310,20,306,56,2,31,138,4,138,28,2,22,19,0,6,28,0,30,11,0,4,10,0,35,100,0,31,3,0,4,10,0,8,63,1,36,101,2,111,11,0,20,19,1,35,2,0,106,0,0,0,0,0,33,116,0,0,100,0,87
10/10/2020,98,2,0,245,5,134,88,1,148,66,1,73,31,2,3,231,10,142,22,1,48,30,0,1,13,0,5,9,1,10,1259,16,1282,171,3,89,268,1,378,410,17,270,310,10,305,69,0,13,131,3,143,7,1,7,7,0,3,80,0,7,13,0,7,1,0,27,63,1,36,5,0,7,1,0,148,58,0,33,163,2,109,13,0,14,40,0,27,7,0,27,124,1,25,7,0,0,44,3,50,37,1,19
10/11/2020,123,1,0,350,3,206,85,6,157,33,0,41,11,0,1,310,5,109,72,0,44,22,2,6,0,0,2,2,0,0,1389,18,1062,106,3,86,205,0,555,318,8,205,269,21,272,35,1,37,107,1,98,19,0,7,7,0,0,81,0,42,16,0,2,15,0,50,58,0,33,8,0,2,15,0,13,91,1,6,176,1,90,16,0,6,54,0,50,7,0,36,39,0,0,0,0,0,150,0,0,125,0,61
10/12/2020,77,1,161,166,0,112,87,5,175,45,4,53,16,0,0,209,2,116,22,0,54,13,0,0,1,0,13,4,0,6,1211,25,1086,79,2,76,286,9,238,239,7,280,296,22,303,43,1,84,93,3,138,15,0,7,0,0,1,0,0,0,1,0,0,0,0,48,91,1,6,4,0,0,0,0,0,59,0,27,81,2,158,1,3,4,5,1,48,2,0,46,13,0,120,16,0,4,0,0,0,20,1,35
10/13/2020,51,3,105,172,3,91,89,7,134,66,3,17,15,0,0,163,4,120,19,6,1,38,0,2,5,0,26,24,0,29,1054,19,1100,81,3,62,565,0,569,466,8,292,315,21,351,38,1,39,76,8,141,8,0,72,7,0,9,14,0,66,17,0,6,23,0,20,59,0,27,13,0,6,23,1,7,109,0,18,98,4,243,17,1,27,9,0,20,0,0,36,6,0,109,5,0,20,142,1,108,43,1,735
10/14/2020,65,3,58,351,1,125,88,5,161,60,6,56,42,5,17,300,12,145,39,1,67,30,0,0,4,0,10,6,0,30,1038,17,1191,91,8,106,442,13,524,286,10,897,299,17,330,26,2,20,109,7,141,26,2,51,2,0,7,17,0,55,10,0,10,15,0,22,109,0,18,11,0,10,15,0,26,66,1,46,149,2,78,10,0,4,45,1,22,10,0,16,5,0,22,4,0,4,224,1,46,0,0,0
10/15/2020,117,3,149,363,4,131,90,4,110,58,3,27,17,1,0,181,8,115,69,0,71,23,0,3,4,0,6,4,0,20,1071,20,1050,111,2,250,590,7,304,472,28,2223,267,12,312,45,2,55,100,1,157,25,0,15,1,0,0,29,0,59,21,0,4,7,0,30,66,1,46,0,0,4,7,0,7,100,2,33,113,0,119,21,0,3,11,1,30,1,1,48,12,0,180,1,0,0,111,1,58,156,3,64
10/16/2020,177,6,129,484,3,148,89,3,111,53,0,65,29,0,63,278,2,102,0,0,0,26,0,20,11,0,12,12,0,20,1045,24,982,116,1,98,424,0,387,443,9,396,291,19,346,45,0,32,92,1,133,33,0,19,7,0,31,25,0,51,0,0,5,5,0,38,100,2,33,14,0,5,5,0,7,48,2,35,107,0,166,0,0,0,62,2,38,4,0,0,8,0,72,5,0,14,0,0,0,118,0,50
10/17/2020,182,1,131,450,2,256,86,5,100,46,0,47,35,1,20,256,8,118,68,1,38,26,0,27,16,1,6,11,1,14,974,21,1106,127,7,114,500,0,440,416,10,320,238,13,323,24,0,48,92,2,99,27,1,24,2,0,6,31,0,35,51,0,4,5,0,32,48,2,35,4,0,4,5,0,4,73,0,10,66,2,173,51,0,23,29,0,32,0,0,17,42,0,109,0,0,0,69,4,18,112,1,60
10/18/2020,115,7,287,263,2,107,83,2,108,39,4,56,13,2,20,284,4,112,47,1,0,14,0,0,1,0,15,11,0,25,971,17,1074,130,5,157,211,0,345,356,3,392,242,15,253,40,1,64,74,3,78,31,0,11,3,0,0,15,1,3,17,1,13,3,1,41,73,0,10,23,1,13,3,0,13,226,2,51,131,1,115,17,1,3,26,1,41,3,0,0,40,0,64,0,0,0,71,0,0,161,1,32
10/19/2020,116,0,215,242,13,170,91,4,118,39,2,7,42,2,23,197,4,521,32,0,77,6,1,3,7,0,5,7,1,30,926,14,1124,120,5,56,524,21,339,316,5,352,242,18,341,18,0,75,109,3,100,28,2,6,1,0,0,0,0,0,2,0,9,0,0,24,226,2,51,1,0,9,0,0,0,26,0,108,43,0,90,2,1,10,41,2,24,2,0,22,36,1,29,11,0,3,0,0,0,10,2,7
10/20/2020,98,2,217,168,3,110,90,4,92,47,2,47,36,1,0,167,3,635,97,0,0,39,2,8,15,0,5,1,0,30,964,22,846,79,3,121,472,20,213,449,20,600,300,20,307,13,0,51,75,2,105,21,2,10,4,0,5,23,0,28,39,0,0,15,0,27,26,0,108,0,0,0,15,0,7,26,0,238,67,0,100,39,1,13,22,2,27,0,1,1,20,0,60,11,0,19,129,2,95,17,2,103
10/21/2020,79,3,0,279,5,267,87,2,79,99,3,31,44,1,0,313,9,305,0,0,0,22,0,0,6,0,7,3,0,0,1000,21,1072,171,1,148,657,16,550,374,13,380,327,24,315,33,2,21,87,2,95,32,1,14,13,0,5,0,0,0,36,1,9,4,1,24,26,0,238,20,1,9,4,0,10,81,0,65,97,0,189,36,2,17,27,2,24,3,1,4,7,1,31,10,0,0,0,0,0,35,6,45
10/22/2020,103,2,0,223,3,114,85,3,82,34,1,80,40,2,23,282,6,171,114,9,24,19,0,40,0,0,3,18,0,14,989,16,1159,220,4,75,736,23,332,513,10,364,268,13,347,45,0,19,83,2,94,25,1,42,10,0,6,46,0,12,13,0,5,0,0,26,81,0,65,17,0,5,0,0,8,90,2,100,77,0,100,13,0,15,12,2,26,3,0,13,0,0,0,28,0,0,95,0,0,73,0,16
10/23/2020,90,4,0,257,7,523,91,2,72,73,7,62,62,2,4,276,6,252,81,7,33,24,0,6,5,0,2,7,0,0,952,21,1093,145,4,75,504,10,319,571,15,470,295,12,341,28,0,25,78,6,78,20,1,27,19,0,12,31,0,15,12,0,12,0,0,28,90,2,100,9,0,12,0,0,2,78,1,74,61,2,87,12,1,18,45,0,28,0,0,0,26,0,49,7,0,0,49,0,0,97,2,38
10/24/2020,88,6,0,300,0,201,84,0,78,65,1,40,29,3,0,380,9,278,155,1,53,26,0,22,4,0,2,7,1,15,1062,20,1155,105,2,88,421,19,654,284,20,430,289,16,306,44,0,36,76,10,89,6,1,14,15,0,9,36,0,6,12,0,9,7,0,29,78,1,74,5,0,9,7,0,19,72,1,106,65,0,55,12,2,7,44,1,29,7,0,2,68,1,42,1,0,0,57,0,0,21,2,91
10/25/2020,87,1,0,359,6,172,90,2,75,22,0,181,50,0,2,290,3,557,138,2,70,22,0,54,1,0,7,23,3,2,771,18,1229,231,8,119,356,11,467,356,8,363,268,16,242,44,0,68,109,1,82,22,2,16,3,0,0,0,0,0,18,0,8,9,0,33,72,1,106,14,0,8,9,0,21,43,2,71,43,4,100,18,0,39,33,0,33,19,4,18,21,0,98,0,0,0,49,0,0,6,0,239
10/26/2020,40,5,0,269,3,185,93,7,85,16,2,130,45,3,0,205,4,251,103,0,0,9,0,20,12,0,13,15,1,20,906,13,1162,120,3,261,431,15,442,156,16,303,296,20,296,26,0,29,67,2,59,26,0,22,1,0,0,13,2,12,4,0,2,1,0,31,43,2,71,2,0,2,1,0,0,10,0,62,14,0,80,4,0,32,23,0,31,2,0,3,0,0,59,4,0,0,167,5,65,6,2,18
10/27/2020,13,4,0,313,9,480,90,1,90,43,1,60,40,4,0,246,6,298,135,1,23,7,1,21,7,0,15,3,0,0,781,11,1134,124,0,101,390,14,555,316,12,317,289,21,247,41,1,32,65,4,76,29,0,32,14,0,6,29,0,6,17,0,8,9,0,25,10,0,62,9,0,8,9,0,32,38,1,55,205,0,380,17,0,13,11,2,25,2,0,1,33,2,37,1,0,0,0,0,0,83,0,265
10/28/2020,74,6,0,276,4,198,92,2,88,86,0,38,43,2,36,253,6,264,163,3,17,32,1,32,5,0,2,35,1,6,844,16,1047,170,1,94,403,6,367,318,10,327,246,20,233,45,1,42,68,2,36,27,0,32,2,0,14,14,4,22,10,0,7,3,0,15,38,1,55,14,0,7,3,2,0,143,0,110,120,2,106,10,1,10,44,2,15,2,0,0,13,0,38,3,1,0,125,5,39,106,2,120
10/29/2020,34,0,0,335,9,550,88,3,82,77,2,138,28,3,46,260,6,221,67,1,29,31,0,19,3,0,0,2,0,0,713,14,1078,91,2,78,459,0,492,368,9,230,268,16,254,82,1,51,59,2,56,10,0,31,10,0,2,13,1,0,7,0,4,0,0,36,143,0,110,9,0,4,0,0,0,46,0,117,23,10,71,7,0,11,64,1,36,0,0,6,5,0,28,0,0,0,20,0,0,8,0,15
10/30/2020,21,3,0,301,5,1176,89,1,73,43,0,32,37,1,24,161,6,249,40,0,58,11,0,14,2,0,12,11,1,20,612,14,1077,107,2,182,320,4,356,195,14,300,222,18,215,59,1,60,65,3,108,16,1,4,0,0,33,17,3,5,0,0,0,27,0,36,46,0,117,7,0,0,27,0,7,24,1,90,41,1,82,0,0,4,37,0,36,10,0,2,0,0,0,3,0,0,62,0,0,48,0,1
10/31/2020,11,1,0,252,4,261,93,4,87,62,1,36,31,2,0,127,5,225,17,0,0,0,0,12,4,0,2,33,0,13,750,19,1032,84,3,132,411,1,289,617,11,286,223,10,226,32,1,23,52,2,63,6,1,3,2,0,0,5,0,5,2,0,18,2,0,25,24,1,90,1,0,18,2,0,3,24,1,99,6,3,61,2,0,19,19,4,25,0,0,5,62,0,46,0,0,0,45,0,0,13,0,107
11/1/2020,21,0,0,225,5,244,91,2,72,54,10,66,26,2,73,31,2,171,22,0,107,0,0,0,5,0,7,8,1,0,608,19,1475,90,2,106,245,2,638,458,11,332,253,8,323,16,0,13,57,2,57,24,0,5,9,0,1,22,1,0,19,0,15,7,0,24,24,1,99,4,0,15,7,0,14,120,0,84,25,0,71,19,0,5,21,0,24,4,0,1,11,0,0,0,0,0,0,0,0,40,1,54
11/2/2020,31,0,136,178,5,250,79,6,68,18,5,9,33,0,0,11,2,157,63,2,0,0,0,0,11,0,7,26,1,8,1024,18,1057,74,4,50,341,11,389,248,10,362,284,23,300,32,1,49,25,2,85,2,1,9,4,0,1,0,0,0,2,1,6,0,1,19,120,0,84,3,1,6,0,0,1,3,1,87,2,1,82,2,2,20,24,1,19,0,0,6,0,0,34,33,0,18,0,0,0,0,0,0
11/3/2020,25,2,178,73,4,251,78,4,72,31,6,81,52,3,0,106,2,352,34,0,28,7,1,29,34,0,6,0,0,5,617,10,1026,72,2,64,484,5,387,453,23,430,272,19,261,49,1,22,60,1,81,18,0,23,24,2,17,35,1,3,11,1,7,5,1,52,3,1,87,12,1,7,5,1,0,7,0,132,27,0,42,11,2,6,24,1,52,10,1,2,14,0,1,0,0,0,45,0,21,91,0,26
11/4/2020,44,5,180,170,5,668,79,6,77,70,5,47,48,4,43,172,4,247,44,1,70,5,0,7,15,0,3,22,0,12,768,15,934,90,3,107,516,15,290,547,15,362,239,20,243,40,2,47,73,1,77,26,2,59,10,0,5,19,0,7,17,0,3,1,0,23,7,0,132,15,0,3,1,0,1,42,2,34,70,2,71,17,0,7,8,2,23,0,0,5,0,0,0,2,0,0,0,0,0,18,2,11
11/5/2020,37,2,0,238,4,374,77,4,63,68,3,88,38,2,0,159,2,315,42,0,27,10,0,22,15,0,13,23,0,3,797,15,972,50,0,73,627,9,380,360,15,330,278,15,267,168,2,30,60,3,102,54,1,78,15,2,9,60,0,7,32,0,20,10,0,19,42,2,34,16,0,20,10,0,20,41,0,54,63,0,45,32,1,13,43,0,19,0,0,0,7,0,19,1,0,0,193,4,162,31,1,9
